"","Gene","norm.method","2D_2w_DMSO","2D_4w_DMSO","2D_4w_MRTX","3D_2w_DMSO","3D_2w_MRTX","3D_4w_DMSO","3D_4w_MRTX","T7_andrew","control","2D_2w_DMSO.wald.fdr","2D_4w_DMSO.wald.fdr","2D_4w_MRTX.wald.fdr","3D_2w_DMSO.wald.fdr","3D_2w_MRTX.wald.fdr","3D_4w_DMSO.wald.fdr","3D_4w_MRTX.wald.fdr","T7_andrew.wald.fdr","dependency"
"415","CNR1","loess",0.536831285976108,0.585480487329268,0.570062841289613,0.376227276974465,0.119463552143047,0.224885562540359,0.25310599374714,0,"",0.94764,0.44032,0.18207,0.99932,0.99591,0.93333,0.64379,NA,0.104135811439437
"416","CNR2","loess",0.130563697882749,0.243240240259736,0.787254709907567,0.18458894854989,0.330134853355931,0.252821814874513,0.0947896351696154,0,"",0.99928,0.80918,0.15467,0.99932,0.98753,0.93768,0.89186,NA,0.0512226362407038
"417","CNTLN","loess",0.490101488636793,0.423059708191073,0.0692633212525632,0.276002131528891,0.210294450860576,0.230717917503779,0.318976982026324,0,"",0.71573,0.21902,0.5414,0.99932,0.98753,0.86487,0.25712,NA,-0.00424270340047865
"418","COASY","loess",0.220171846988861,1.11917633232914,-0.514458722603361,0.191766231242005,0.438359239567324,0.531096078934778,0.951564593541259,0,"essential",0.99827,0.41543,0.78284,0.99932,0.98753,0.89507,0.3287,NA,-0.363485224833286
"419","COL1A1","loess",0.260333658624873,0.14686171223886,-0.0669499663222088,0.373830317160256,0.37815571814451,0.430773678624408,0.103448881529302,0,"",0.98061,0.77165,0.9246,0.99932,0.98753,0.784,0.79088,NA,-0.144657596597606
"420","COL1A2","loess",-0.206973728960503,-0.147100828209383,0.533906128391403,-0.644934337430245,-0.890672808406159,-0.633777932733632,-0.720326492651481,0,"",0.97681,0.88896,0.20908,0.5934,0.23479,0.35484,0.17449,NA,0.165542230539582
"421","COL2A1","loess",-0.480546684076893,-0.117117645544477,0.6147411096459,-0.294321181631798,-0.213428664977167,-0.304413900793964,-0.0866210326216008,0,"",0.8971,0.96088,0.21113,0.99932,0.98753,0.83477,0.91616,NA,0.0730143667539883
"422","COL3A1","loess",-0.355902598281312,-0.139537667501626,-0.594389002141555,-0.232865763371222,-0.483608036197418,-0.343220935408416,-0.583985997098451,0,"",0.759,0.91669,0.038226,0.99932,0.38934,0.4585,0.084681,NA,0.00792040102632052
"423","COL4A3BP","loess",-0.015570132360418,-0.186701078949423,-0.137521627686885,0.136934640331264,0.436049402334042,0.0788405791148387,0.503923217216581,0,"",0.998,0.91729,0.95258,0.99932,0.98376,0.99062,0.27406,NA,NA
"424","COMT","loess",-0.0128122903390812,-0.0857815576261271,-0.0329543111073029,-0.224547660494858,-0.211548953824859,-0.0934652689656198,-0.119445257642153,0,"",0.99928,0.9997,0.95124,0.98668,0.95322,0.88201,0.80256,NA,-0.28220950597103
"425","COPA","loess",-1.12772892109289,-1.32895527308317,-0.970812530371049,-1.28893417617444,-1.33774372054287,-1.67445564919573,-1.25486972953985,0,"essential",0.086201,0.0018617,0.031456,0.16838,0.073906,0.0032945,0.025143,NA,-2.08311350969618
"426","COPB1","loess",-0.80923510510451,-0.707105999898034,-0.218641965378855,-1.0105027464279,-1.15637716709551,-0.775819334596589,-0.938107681498602,0,"essential",0.52508,0.29664,0.65909,0.42645,0.23955,0.38963,0.15974,NA,-1.91176256808033
"427","COPS4","loess",-1.64221978306201,-0.824315942517287,-0.0809134805745217,-2.1865853142578,-1.6338384655815,-2.06299262182113,-1.56582439218575,0,"",0.0017203,0.072893,0.67808,0.00032293,0.011761,2.5651e-05,0.0018165,NA,-1.1144395477069
"428","COPS6","loess",0.40345274760487,1.18214650495238,0.657960000697387,0.0672679126084434,-0.0599952752519015,-0.018861153585459,0.203778262974275,0,"essential",0.98715,0.17774,0.2401,0.99932,0.98753,0.97684,0.79042,NA,-1.34322334426272
"429","COPS8","loess",-0.749027886911096,-0.681441303037124,-0.49055124275271,-0.535633867329476,-0.936290942263394,-0.857369659649373,-0.333665098056826,0,"",0.77368,0.44032,0.43242,0.99932,0.62034,0.43406,0.67035,NA,-1.12803306664339
"430","COPZ1","loess",-0.0951563333824577,0.239152072691065,-0.122361517937561,0.128247163822161,0.431333432216193,0.0883928421139777,0.567992240476622,0,"",0.98715,0.64756,0.97598,0.99932,0.98605,0.98692,0.20572,NA,-1.63488527518581
"431","CORO2A","loess",0.322050827713637,0.414567708022931,0.126064596735508,0.341400690090714,0.125171534739779,0.172196435861806,0.0762352068356259,0,"",0.91281,0.22188,0.41549,0.99932,0.99322,0.90194,0.72035,NA,-0.00825097210376054
"432","COX6A1","loess",0.313337735171225,0.380574274626702,0.149450390188325,0.172868752199223,-0.0214806634490686,0.0299016653202758,-0.0911721540566839,0,"",0.94764,0.39959,0.51227,0.99932,0.98753,0.99259,0.95097,NA,-0.591795227415726
"433","CPA4","loess",0.290094205068262,0.352761904067787,0.662086096233597,-0.239241788875519,-0.125628462531313,-0.0278468967848784,0.102054942822064,0,"",0.99443,0.74218,0.28322,0.99932,0.98753,0.97119,0.90863,NA,0.0766739103044421
"434","CPNE3","loess",0.0323752266977807,-0.217368592631742,0.161004365893443,0.110589521296529,-0.00683323908749746,0.0635518861869189,0.116536531644568,0,"",0.99928,0.79334,0.41283,0.99932,0.98753,0.99259,0.69216,NA,-0.11042023962934
"435","CPT1A","loess",-0.0676267852718229,-0.0532230315989126,-0.083181897567099,-0.217352497540767,-0.0534693409943085,-0.0778419941269765,-0.0179570529001138,0,"",0.99443,0.96479,0.96093,0.95212,0.98753,0.88506,0.99811,NA,-0.086110572822912
"436","CPT2","loess",0.420020406063301,0.965504847348389,0.452350484748361,0.215918130689506,-0.112247402185192,-0.0574267090047266,0.189353242340362,0,"",0.97681,0.24909,0.37676,0.99932,0.98753,0.96034,0.7869,NA,-0.0716613087376944
"437","CRAMP1L","loess",0.123915813152155,0.311303952972249,0.224730725463048,-0.0725229120262678,-0.223114400857924,-0.2259559484276,-0.39598623027566,0,"",0.99291,0.46124,0.41,0.99932,0.97591,0.81259,0.40806,NA,NA
"438","CREBBP","loess",-0.378901869780511,-0.493812826886946,-0.611238836084241,-0.1891115407482,-0.372044693467033,-0.459178131996184,-0.545122101036886,0,"",0.84657,0.31452,0.083159,0.99932,0.85097,0.40438,0.19331,NA,-0.0694090153639545
"439","CRIM1","loess",0.0582744553982502,-0.0664952165267796,-0.529003809922396,0.20188006722711,-0.149644134831503,-0.0303709071954379,-0.272471454149243,0,"",0.99443,0.97309,0.31131,0.99932,0.98753,0.97471,0.67396,NA,0.032135917151349
"440","CRIPAK","loess",0.445598652193662,0.421580989409691,0.497799998142086,0.595018488048521,0.72787641200483,0.516511385389208,0.817804074812002,0,"",0.97681,0.62263,0.24206,0.99932,0.96814,0.83149,0.17449,NA,0.122034804180151
"441","CRKL","loess",-0.341356564977805,-0.355698152917754,-0.859817860317043,-0.114661210755605,-0.0972363694783356,0.114476433027395,-0.291387274580853,0,"",0.91559,0.63711,0.037155,0.99932,0.98753,0.94013,0.59534,NA,-0.951731046796221
"442","CS","loess",-0.311157988711823,-0.37624042551253,-0.0779100557397013,-0.34049109694834,-0.385785673587263,-0.469671686162328,-0.311202073338015,0,"",0.91281,0.53354,0.9246,0.95536,0.85103,0.43922,0.49406,NA,-0.528667654977816
"443","CSF1R","loess",0.372072716346299,0.434841839010951,0.164550984867789,0.21707396505584,0.170509941274724,0.0183773934322757,-0.0805498399878798,0,"",0.92204,0.39304,0.51381,0.99932,0.98756,0.99069,0.97956,NA,-0.0458413773603946
"444","CSF2RA","loess",-0.281196294336943,-0.342446934827383,0.113962847095149,-0.280434604826813,0.219025380104795,-0.0887909627935225,0.377730569584718,0,"",0.91281,0.60531,0.67359,0.98668,0.98753,0.90016,0.34152,NA,-0.0253225761899732
"445","CSF2RB","loess",-0.0212803327622762,-0.0274408298478206,0.382577592427178,-0.121997812159776,0.0380617778989685,0.0889196288501133,-0.000776024406386841,0,"",0.99443,0.95096,0.082337,0.99932,0.98753,0.98333,0.96241,NA,-0.0155073105440531
"446","CSF3R","loess",-0.369129822776468,-0.453643071704433,-0.117518188853226,-0.196148275127305,-0.282972789168897,0.0461980595026014,-0.268578981872273,0,"",0.58964,0.21555,0.83002,0.98668,0.74145,0.99829,0.39158,NA,-0.0531094031064571
"447","CSK","loess",0.674568266935146,0.77226406418847,0.932217579185959,0.757299172663898,0.901042832850673,0.84012997132454,0.900528112851315,0,"",0.97681,0.49562,0.10845,0.99932,0.97591,0.74633,0.22214,NA,0.170236601370739
"448","CSNK1A1","loess",-0.200256527904668,-0.0983359727249476,-0.2639032179196,0.157443950212209,0.30634790072236,0.155363330584812,0.191913537029834,0,"",0.92204,0.98767,0.5658,0.99932,0.96814,0.89983,0.45971,NA,-0.352761944821408
"449","CSNK1A1L","loess",-0.254607516834242,0.16247897530115,0.177794877784854,-0.0678912263995576,-0.190565351826227,-0.0897004791292683,0.206310721103291,0,"",0.92204,0.68862,0.5253,0.99932,0.98187,0.90016,0.62578,NA,-0.00016893800161818
"450","CSNK1D","loess",-0.641144809819024,-0.805865225253991,-1.13156254742797,-0.73594480350669,-1.07392468097813,-0.855921145726357,-0.844216787287834,0,"",0.184,0.0059634,1.0351e-05,0.22699,0.011761,0.015234,0.011758,NA,-0.153334404890525
"451","CSNK1E","loess",0.236750746596239,0.143854376780403,0.0129109052072859,0.428722907134413,0.374152798109884,0.487864438277289,0.607233827894485,0,"",0.98715,0.75656,0.76145,0.99932,0.98753,0.67936,0.13751,NA,-0.0423200085621841
"452","CSNK1G1","loess",0.00373742014546303,0.180970472921702,0.511163939175109,0.229511975392233,0.292965018703068,0.231589320346506,0.176325853315918,0,"",0.99608,0.71683,0.11496,0.99932,0.98753,0.90499,0.6684,NA,-0.103291684129358
"453","CSNK1G2","loess",-0.139066908637431,-0.0519356194245203,-0.195362248594159,-0.250149185150664,-0.0968278659932498,0.0200668349575181,-0.0016990071574934,0,"",0.97681,0.9688,0.71783,0.97721,0.98753,0.98238,0.97841,NA,-0.08233282504664
"454","CSNK1G3","loess",0.905268715614035,-0.121192009693421,0.158056613241309,0.356241411039617,0.151165303425513,0.510642713642849,0.659744252730097,0,"",0.89128,0.98313,0.73594,0.99932,0.99511,0.86655,0.39698,NA,0.0527159771701444
"455","CSNK2A1","loess",0.380574603237148,0.0375090637072927,0.400937500293951,0.0550770587066852,0.14667849280612,-0.00797459319623606,-0.252620125554962,0,"",0.94979,0.91669,0.2794,0.99932,0.99322,0.97845,0.75412,NA,-0.303009111204253
"456","CSNK2A2","loess",0.402094745718079,0.373289832686758,0.456831440086617,0.453281710935313,0.262559562025665,0.362045434191155,0.185247274356414,0,"",0.96276,0.56252,0.20826,0.99932,0.98753,0.86631,0.68303,NA,-0.117210536768259
"457","CSNK2B","loess",-1.32374114153772,-1.33225342759499,-1.51059970357762,-1.44082371342242,-1.4319438942357,-1.61447876719366,-1.71885935243789,0,"essential",0.11683,0.017904,0.0070531,0.25032,0.18008,0.037606,0.014092,NA,-1.14304565216394
"458","CSRP2BP","loess",1.00859589770508,0.705832915801142,0.685677285614162,0.876696117236209,0.77852504913603,0.312343893819985,0.0935588406873913,0,"",0.87369,0.49936,0.20826,0.99932,0.98605,0.92611,0.83401,NA,NA
"459","CSTF2T","loess",0.563632426697813,0.416009742234214,0.54421133696987,0.177350384755945,0.12814026559847,0.0929200252699594,0.0763249184737283,0,"",0.82621,0.41358,0.083226,0.99932,0.99803,0.98692,0.81014,NA,-0.0710169687560689
"460","CTBP1","loess",0.346092046533532,0.659345121384776,0.638004982298017,0.496650287989894,0.545274360994183,0.459551179749175,0.255722021050423,0,"",0.97681,0.23659,0.061493,0.99932,0.97591,0.784,0.52837,NA,0.0545431173865299
"461","CTBP2","loess",0.488505848693358,0.55619526918262,0.255824466334546,0.653054929338844,0.768585177725025,0.568135964308334,0.655678344417273,0,"",0.94764,0.3604,0.33186,0.99932,0.8423,0.68376,0.1455,NA,-0.19672997971174
"462","CTCF","loess",-0.389236773768101,-0.406551760834037,-0.821387730406712,-0.220953424438394,-0.0929999540859147,-0.629299759778638,-0.523078596688204,0,"essential",0.92149,0.61381,0.10187,0.99932,0.98753,0.4485,0.38337,NA,-1.57463274765606
"463","CTNNA1","loess",0.0852083066389159,0.276582540787218,-0.134738636351835,0.158644788817199,0.343845599405235,0.0892092615129566,0.11134013919031,0,"",0.99443,0.23659,0.93247,0.99932,0.90282,0.9471,0.56347,NA,0.0294368579287323
